selected,id,job,area,skill,skills,title,task,description,link,breakdown,microtasks,ngo_url,tutorial,idmicro,active
1,23,Software Engineer,IT,website updates,"
A strong interest and support for the work of Our Task
Graphic Design
Graphic Design / Print
Communications skills
",Graphic Designer Volunteer for Conference Poster,Conference Poster design,"The organization is looking for someone who has the creativity and energy to develop a poster and the design for the program booklet for The Earth 2100 Conference. They would like to have a completed poster and program booklet in 3-4 weeks. 
Key tasks:
1 - To create a poster for The Earth 2100 Conference
2 - To design a program booklet for the Earth 2100 Conference

The goal is to give young people a voice, a chance to explain how they would manage human affairs on Earth and to make a global appeal to older generations to work",https://www.volunteermatch.org/search/opp2090601.jsp,"1. Create the following tasks for http://www.OurTask.org
        -posters: http://www.wikihow.com/Design-Posters-Online
        -booklet: http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word
",,http://www.readinghamlets.org,http://www.wikihow.com/Optimize-Your-Website,55,1
1,23,Software Engineer,IT,optimizing websites,"
A strong interest and support for the work of Our Task
Graphic Design
Graphic Design / Print
Communications skills
",Graphic Designer Volunteer for Conference Poster,Conference Poster design,"The organization is looking for someone who has the creativity and energy to develop a poster and the design for the program booklet for The Earth 2100 Conference. They would like to have a completed poster and program booklet in 3-4 weeks. 
Key tasks:
1 - To create a poster for The Earth 2100 Conference
2 - To design a program booklet for the Earth 2100 Conference

The goal is to give young people a voice, a chance to explain how they would manage human affairs on Earth and to make a global appeal to older generations to work",https://www.volunteermatch.org/search/opp2090601.jsp,"1. Create the following tasks for http://www.OurTask.org
        -posters: http://www.wikihow.com/Design-Posters-Online
        -booklet: http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word
",,http://www.readinghamlets.org,http://www.wikihow.com/Optimize-Your-Website,56,1
1,21,Marketing Specialist,Marketing,website updates,"
Web Design
Web Design / UX
Adobe Creative Suite
Search Engine Optimization (SEO)
Web Programming",Website Design Developer and SEO,Website redesign,"The organization needs the following activities:

1 - Transitioning from old template to new template
2 - Upgrading design and feel of overall website
3 - Migrate the blog to the new template
4 - Help improve SEO efforts
5 - Ongoing updates and maintenance (if interested)",https://www.volunteermatch.org/search/opp2281035.jsp,"1. Create the following tasks for http://www.impactminusa.org
     -Website updates: http://www.wikihow.com/Optimize-Your-Website
     -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
",,http://www.operanova.org,http://www.wikihow.com/Optimize-Your-Website,57,1
0,21,Business Administrator,Manager,events management,"
Web Design
Web Design / UX
Adobe Creative Suite
Search Engine Optimization (SEO)
Web Programming",Website Design Developer and SEO,Website redesign,"The organization needs the following activities:

1 - Transitioning from old template to new template
2 - Upgrading design and feel of overall website
3 - Migrate the blog to the new template
4 - Help improve SEO efforts
5 - Ongoing updates and maintenance (if interested)",https://www.volunteermatch.org/search/opp2281035.jsp,"1. Create the following tasks for http://www.impactminusa.org
     -Website updates: http://www.wikihow.com/Optimize-Your-Website
     -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
",,http://www.operanova.org,http://www.wikihow.com/Manage-an-Event,58,1
0,23,Graphic Designer,Design,web usability,"
A strong interest and support for the work of Our Task
Graphic Design
Graphic Design / Print
Communications skills
",Graphic Designer Volunteer for Conference Poster,Conference Poster design,"The organization is looking for someone who has the creativity and energy to develop a poster and the design for the program booklet for The Earth 2100 Conference. They would like to have a completed poster and program booklet in 3-4 weeks. 
Key tasks:
1 - To create a poster for The Earth 2100 Conference
2 - To design a program booklet for the Earth 2100 Conference

The goal is to give young people a voice, a chance to explain how they would manage human affairs on Earth and to make a global appeal to older generations to work",https://www.volunteermatch.org/search/opp2090601.jsp,"1. Create the following tasks for http://www.OurTask.org
        -posters: http://www.wikihow.com/Design-Posters-Online
        -booklet: http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word
",,http://www.readinghamlets.org,http://www.wikihow.com/Make-a-Web-Site-Usable,59,1
1,21,Marketing Specialist,Marketing,email blast,"
Web Design
Web Design / UX
Adobe Creative Suite
Search Engine Optimization (SEO)
Web Programming",Website Design Developer and SEO,Website redesign,"The organization needs the following activities:

1 - Transitioning from old template to new template
2 - Upgrading design and feel of overall website
3 - Migrate the blog to the new template
4 - Help improve SEO efforts
5 - Ongoing updates and maintenance (if interested)",https://www.volunteermatch.org/search/opp2281035.jsp,"1. Create the following tasks for http://www.impactminusa.org
     -Website updates: http://www.wikihow.com/Optimize-Your-Website
     -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
",,http://www.operanova.org,http://www.wikihow.com/Do-an-Email-Blast,60,1
1,22,Software Engineer,IT,website updates,"Graphic Design
Web Design
Social Media / Blogging
Basic Computer Skills
Wordpress expertise
Plug in Management
SEO
",Website developer or Word press blog designer,Website Project development,"Organization is looking for a volunteer who can create a website or a word press website following the next functions:
1 - Develop, Customize, maintain and update existing website
2- Troubleshoot design and development challenges
3- Proactively identify opportunities to improve site usability, design and overall organizational and structural quality
4 - Develop, implement and manage SEO strategies to support online marketing initiatives
",https://www.volunteermatch.org/search/opp2201059.jsp,"1. Create the following tasks for http://www.readinghamlets.org
     -Website updates: http://www.wikihow.com/Optimize-Your-Website
     -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
     -Web usability: http://www.wikihow.com/Make-a-Web-Site-Usable",,http://www.impactminusa.org,http://www.wikihow.com/Optimize-Your-Website,61,1
1,25,Marketing Specialist,Marketing,marketing materials,"Administrative Support
Customer Service
Multi-Tasking
Office Management
Project Management
Communication skills
Organizational thinking
Public relations skills
Teamwork",Buildium Property Management Software expert,Management Software project development,"Organization is seeking an individual with Buildium property management software expert to assist us with the following:

1 - Automatic setup of automated tasks for workers
2 - Automated mailings for 3 day notices
3 - Mailing templates for typical letters to tenants",https://www.volunteermatch.org/search/opp2028801.jsp,"1. Create the following tasks for http://sjhp.org
        -Tasks for workers: http://www.wikihow.com/Make-an-Effective-Task-List
        -Automated emailings: http://www.wikihow.com/Use-Email-Autoresponders 
        -Emailing templates: http://www.wikihow.com/Create-and-Use-Templates-in-Outlook-Email 
",,http://www.chps.net,http://www.wikihow.com/Create-Marketing-Materials-for-a-Nonprofit-Organization,62,1
1,22,Software Engineer,IT,optimizing websites,"Graphic Design
Web Design
Social Media / Blogging
Basic Computer Skills
Wordpress expertise
Plug in Management
SEO
",Website developer or Word press blog designer,Website Project development,"Organization is looking for a volunteer who can create a website or a word press website following the next functions:
1 - Develop, Customize, maintain and update existing website
2- Troubleshoot design and development challenges
3- Proactively identify opportunities to improve site usability, design and overall organizational and structural quality
4 - Develop, implement and manage SEO strategies to support online marketing initiatives
",https://www.volunteermatch.org/search/opp2201059.jsp,"1. Create the following tasks for http://www.readinghamlets.org
     -Website updates: http://www.wikihow.com/Optimize-Your-Website
     -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
     -Web usability: http://www.wikihow.com/Make-a-Web-Site-Usable",,http://www.impactminusa.org,http://www.wikihow.com/Optimize-Your-Website,63,1
0,25,Business Administrator,Manager,events management,"Administrative Support
Customer Service
Multi-Tasking
Office Management
Project Management
Communication skills
Organizational thinking
Public relations skills
Teamwork",Buildium Property Management Software expert,Management Software project development,"Organization is seeking an individual with Buildium property management software expert to assist us with the following:

1 - Automatic setup of automated tasks for workers
2 - Automated mailings for 3 day notices
3 - Mailing templates for typical letters to tenants",https://www.volunteermatch.org/search/opp2028801.jsp,"1. Create the following tasks for http://sjhp.org
        -Tasks for workers: http://www.wikihow.com/Make-an-Effective-Task-List
        -Automated emailings: http://www.wikihow.com/Use-Email-Autoresponders 
        -Emailing templates: http://www.wikihow.com/Create-and-Use-Templates-in-Outlook-Email 
",,http://www.chps.net,http://www.wikihow.com/Manage-an-Event,64,1
1,25,Marketing Specialist,Marketing,email marketing,"Administrative Support
Customer Service
Multi-Tasking
Office Management
Project Management
Communication skills
Organizational thinking
Public relations skills
Teamwork",Buildium Property Management Software expert,Management Software project development,"Organization is seeking an individual with Buildium property management software expert to assist us with the following:

1 - Automatic setup of automated tasks for workers
2 - Automated mailings for 3 day notices
3 - Mailing templates for typical letters to tenants",https://www.volunteermatch.org/search/opp2028801.jsp,"1. Create the following tasks for http://sjhp.org
        -Tasks for workers: http://www.wikihow.com/Make-an-Effective-Task-List
        -Automated emailings: http://www.wikihow.com/Use-Email-Autoresponders 
        -Emailing templates: http://www.wikihow.com/Create-and-Use-Templates-in-Outlook-Email 
",,http://www.chps.net,http://www.wikihow.com/Do-Email-Marketing,65,1
1,25,Marketing Specialist,Marketing,writting marketing material,"Administrative Support
Customer Service
Multi-Tasking
Office Management
Project Management
Communication skills
Organizational thinking
Public relations skills
Teamwork",Buildium Property Management Software expert,Management Software project development,"Organization is seeking an individual with Buildium property management software expert to assist us with the following:

1 - Automatic setup of automated tasks for workers
2 - Automated mailings for 3 day notices
3 - Mailing templates for typical letters to tenants",https://www.volunteermatch.org/search/opp2028801.jsp,"1. Create the following tasks for http://sjhp.org
        -Tasks for workers: http://www.wikihow.com/Make-an-Effective-Task-List
        -Automated emailings: http://www.wikihow.com/Use-Email-Autoresponders 
        -Emailing templates: http://www.wikihow.com/Create-and-Use-Templates-in-Outlook-Email 
",,http://www.chps.net,http://www.wikihow.com/Write-a-Creative-Marketing-Brief,66,1
1,25,Graphic Designer,Design,brochure,"Administrative Support
Customer Service
Multi-Tasking
Office Management
Project Management
Communication skills
Organizational thinking
Public relations skills
Teamwork",Buildium Property Management Software expert,Management Software project development,"Organization is seeking an individual with Buildium property management software expert to assist us with the following:

1 - Automatic setup of automated tasks for workers
2 - Automated mailings for 3 day notices
3 - Mailing templates for typical letters to tenants",https://www.volunteermatch.org/search/opp2028801.jsp,"1. Create the following tasks for http://sjhp.org
        -Tasks for workers: http://www.wikihow.com/Make-an-Effective-Task-List
        -Automated emailings: http://www.wikihow.com/Use-Email-Autoresponders 
        -Emailing templates: http://www.wikihow.com/Create-and-Use-Templates-in-Outlook-Email 
",,http://www.chps.net,http://www.wikihow.com/Make-Brochures-on-Microsoft-Word,67,1
1,25,Graphic Designer,Design,flyer,"Administrative Support
Customer Service
Multi-Tasking
Office Management
Project Management
Communication skills
Organizational thinking
Public relations skills
Teamwork",Buildium Property Management Software expert,Management Software project development,"Organization is seeking an individual with Buildium property management software expert to assist us with the following:

1 - Automatic setup of automated tasks for workers
2 - Automated mailings for 3 day notices
3 - Mailing templates for typical letters to tenants",https://www.volunteermatch.org/search/opp2028801.jsp,"1. Create the following tasks for http://sjhp.org
        -Tasks for workers: http://www.wikihow.com/Make-an-Effective-Task-List
        -Automated emailings: http://www.wikihow.com/Use-Email-Autoresponders 
        -Emailing templates: http://www.wikihow.com/Create-and-Use-Templates-in-Outlook-Email 
",,http://www.chps.net,http://www.wikihow.com/Make-a-Flyer,68,1
1,25,Graphic Designer,Design,postcards,"Administrative Support
Customer Service
Multi-Tasking
Office Management
Project Management
Communication skills
Organizational thinking
Public relations skills
Teamwork",Buildium Property Management Software expert,Management Software project development,"Organization is seeking an individual with Buildium property management software expert to assist us with the following:

1 - Automatic setup of automated tasks for workers
2 - Automated mailings for 3 day notices
3 - Mailing templates for typical letters to tenants",https://www.volunteermatch.org/search/opp2028801.jsp,"1. Create the following tasks for http://sjhp.org
        -Tasks for workers: http://www.wikihow.com/Make-an-Effective-Task-List
        -Automated emailings: http://www.wikihow.com/Use-Email-Autoresponders 
        -Emailing templates: http://www.wikihow.com/Create-and-Use-Templates-in-Outlook-Email 
",,http://www.chps.net,http://www.wikihow.com/Make-Post-Cards-in-Word,69,1
1,25,Graphic Designer,Design,posters,"Administrative Support
Customer Service
Multi-Tasking
Office Management
Project Management
Communication skills
Organizational thinking
Public relations skills
Teamwork",Buildium Property Management Software expert,Management Software project development,"Organization is seeking an individual with Buildium property management software expert to assist us with the following:

1 - Automatic setup of automated tasks for workers
2 - Automated mailings for 3 day notices
3 - Mailing templates for typical letters to tenants",https://www.volunteermatch.org/search/opp2028801.jsp,"1. Create the following tasks for http://sjhp.org
        -Tasks for workers: http://www.wikihow.com/Make-an-Effective-Task-List
        -Automated emailings: http://www.wikihow.com/Use-Email-Autoresponders 
        -Emailing templates: http://www.wikihow.com/Create-and-Use-Templates-in-Outlook-Email 
",,http://www.chps.net,http://www.wikihow.com/Make-a-Poster-Using-Microsoft-Word,70,1
1,25,Graphic Designer,Design,booklet,"Administrative Support
Customer Service
Multi-Tasking
Office Management
Project Management
Communication skills
Organizational thinking
Public relations skills
Teamwork",Buildium Property Management Software expert,Management Software project development,"Organization is seeking an individual with Buildium property management software expert to assist us with the following:

1 - Automatic setup of automated tasks for workers
2 - Automated mailings for 3 day notices
3 - Mailing templates for typical letters to tenants",https://www.volunteermatch.org/search/opp2028801.jsp,"1. Create the following tasks for http://sjhp.org
        -Tasks for workers: http://www.wikihow.com/Make-an-Effective-Task-List
        -Automated emailings: http://www.wikihow.com/Use-Email-Autoresponders 
        -Emailing templates: http://www.wikihow.com/Create-and-Use-Templates-in-Outlook-Email 
",,http://www.chps.net,http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word,71,1
1,24,Graphic Designer,Design,posters,"Drawing
Copy Writing / Copy Editing
Brand Development & Messaging
Marketing & Communications (Mar/Com)
Visual Arts
Graphic Design / Print",Marketing Volunteer,Marketing Project development,"Organization needs the following activities:

1 - Performs a variety of marketing-related tasks under supervision including development of collateral materials, direct mail campaigns and events
2 - Writes, formats and edits internal and external materials, including printed and web materials, conference materials and other publications
3 - Uses desktop publishing and related software/hardware to design and develop attractive formats supportive of the organization's mission for all printed materials including marketing brochures, fundraising materials, grant applications, newsletters, posters, advertisements, etc.
4 - Coordinate production of finished products with printers/publishers. May also develop and illustrate materials with other media (e.g., drawings, photographs, illustrations)
",https://www.volunteermatch.org/search/opp2219169.jsp,"1. Create the following tasks for http://www.chps.net
       -Marketing materials: http://www.wikihow.com/Create-Marketing-Materials-for-a-Nonprofit-Organization
        -Email Marketing: http://www.wikihow.com/Do-Email-Marketing 
        -Events management: http://www.wikihow.com/Manage-an-Event
        -Writting marketing material: http://www.wikihow.com/Write-a-Creative-Marketing-Brief
        -flyer: http://www.wikihow.com/Make-a-Flyer 
        -brochures: http://www.wikihow.com/Make-Brochures-on-Microsoft-Word 
        -posters: http://www.wikihow.com/Design-Posters-Online 
        -postcards: http://www.wikihow.com/Make-Post-Cards-in-Word 
        -booklet: http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word 
",,http://www.OurTask.org,http://www.wikihow.com/Make-a-Poster-Using-Microsoft-Word,72,1
1,24,Graphic Designer,Design,booklet,"Drawing
Copy Writing / Copy Editing
Brand Development & Messaging
Marketing & Communications (Mar/Com)
Visual Arts
Graphic Design / Print",Marketing Volunteer,Marketing Project development,"Organization needs the following activities:

1 - Performs a variety of marketing-related tasks under supervision including development of collateral materials, direct mail campaigns and events
2 - Writes, formats and edits internal and external materials, including printed and web materials, conference materials and other publications
3 - Uses desktop publishing and related software/hardware to design and develop attractive formats supportive of the organization's mission for all printed materials including marketing brochures, fundraising materials, grant applications, newsletters, posters, advertisements, etc.
4 - Coordinate production of finished products with printers/publishers. May also develop and illustrate materials with other media (e.g., drawings, photographs, illustrations)
",https://www.volunteermatch.org/search/opp2219169.jsp,"1. Create the following tasks for http://www.chps.net
       -Marketing materials: http://www.wikihow.com/Create-Marketing-Materials-for-a-Nonprofit-Organization
        -Email Marketing: http://www.wikihow.com/Do-Email-Marketing 
        -Events management: http://www.wikihow.com/Manage-an-Event
        -Writting marketing material: http://www.wikihow.com/Write-a-Creative-Marketing-Brief
        -flyer: http://www.wikihow.com/Make-a-Flyer 
        -brochures: http://www.wikihow.com/Make-Brochures-on-Microsoft-Word 
        -posters: http://www.wikihow.com/Design-Posters-Online 
        -postcards: http://www.wikihow.com/Make-Post-Cards-in-Word 
        -booklet: http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word 
",,http://www.OurTask.org,http://www.wikihow.com/Make-a-Booklet-on-Microsoft-Word,73,1
1,26,Software Engineer,IT,tasks for workers,"Software Engineering
Website Project Management
Website Programming
Information Architecture
IT Management
Network Administration",IT Software Quality Engineer needed!,Technical Infraestructure activities,"Organization needs someone who:

1 - Develops and implements test cases to qualify in-database analytic algorithms
2 - Writes scripts to automate test cases, report test results and maintain test infrastructure.
3 - Provides technical feedbacks and inputs for design specifications, and determine test strategy and planning.",https://www.volunteermatch.org/search/opp2295018.jsp,"1. Create the following tasks for http://www.ineducationonline.org
        -Algorithm Programming: http://www.wikihow.com/Write-an-Algorithm-in-Programming-Language 
        -Scripts: http://www.wikihow.com/Write-a-Script 
        -Technical feedbacks: http://www.wikihow.com/Write-a-Technical-Specification 
        -Technical test plan: http://www.wikihow.com/Write-a-Test-Plan 
",,http://sjhp.org,http://www.wikihow.com/Make-an-Effective-Task-List,74,1
1,26,Marketing Specialist,Marketing,email templates,"Software Engineering
Website Project Management
Website Programming
Information Architecture
IT Management
Network Administration",IT Software Quality Engineer needed!,Technical Infraestructure activities,"Organization needs someone who:

1 - Develops and implements test cases to qualify in-database analytic algorithms
2 - Writes scripts to automate test cases, report test results and maintain test infrastructure.
3 - Provides technical feedbacks and inputs for design specifications, and determine test strategy and planning.",https://www.volunteermatch.org/search/opp2295018.jsp,"1. Create the following tasks for http://www.ineducationonline.org
        -Algorithm Programming: http://www.wikihow.com/Write-an-Algorithm-in-Programming-Language 
        -Scripts: http://www.wikihow.com/Write-a-Script 
        -Technical feedbacks: http://www.wikihow.com/Write-a-Technical-Specification 
        -Technical test plan: http://www.wikihow.com/Write-a-Test-Plan 
",,http://sjhp.org,http://www.wikihow.com/Create-and-Use-Templates-in-Outlook-Email,75,1
1,26,Software Engineer,IT,automated emailings,"Software Engineering
Website Project Management
Website Programming
Information Architecture
IT Management
Network Administration",IT Software Quality Engineer needed!,Technical Infraestructure activities,"Organization needs someone who:

1 - Develops and implements test cases to qualify in-database analytic algorithms
2 - Writes scripts to automate test cases, report test results and maintain test infrastructure.
3 - Provides technical feedbacks and inputs for design specifications, and determine test strategy and planning.",https://www.volunteermatch.org/search/opp2295018.jsp,"1. Create the following tasks for http://www.ineducationonline.org
        -Algorithm Programming: http://www.wikihow.com/Write-an-Algorithm-in-Programming-Language 
        -Scripts: http://www.wikihow.com/Write-a-Script 
        -Technical feedbacks: http://www.wikihow.com/Write-a-Technical-Specification 
        -Technical test plan: http://www.wikihow.com/Write-a-Test-Plan 
",,http://sjhp.org,http://www.wikihow.com/Use-Email-Autoresponders,76,1
0,28,Business Administrator,Manager,business relationships,"Advertising
Marketing Analytics
Brand Development & Messaging
Marketing & Communications (Mar/Com)
Marketing Strategy & Planning
Sales Marketing",Social Media Marketing Coordinator,Strategical and marketing project,"Organization needs someone who does the following activities:

1 - Work with staff to project manage and execute social media marketing activities.
2 - Manage Chris Elliott Fund and Founder’s campaigns on Facebook, Twitter, Linked In and other social networks; posting cool links, uploading videos and pictures, responding to comments, and interacting with CEF’s online community in a timely and professional manner
3 - Monitor and improve CEF’s online reputation on social media, directory, blogs and review sites (e.g. Yelp) using Google Alerts and other tools
4 - Provide creative input to help develop marketing strategies for CEF
5 - Update content, images and information on CEF’s website
6 - Experiment with new web and social media tactics and platforms, and stay up-to-date on the latest technologies
7 - Manage SEO and keyword density analysis and tracking
8 - Conduct market research, analyze information and develop recommendations
9 - Provide administrative support to the Executive Director as needed",https://www.volunteermatch.org/search/opp1400560.jsp,"1. Create the following tasks for http://chriselliottfund.org/
     -Social Media: http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business 
     -Blog: http://www.wikihow.com/Get-People-to-Read-Your-Blog 
     -Marketing strategy: http://www.wikihow.com/Create-An-Internet-Marketing-Strategy
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website 
      -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
      -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
      -Market Research: http://www.wikihow.com/Conduct-Market-Research
      -Administrative support: http://www.wikihow.com/Develop-an-Administrative-Staff 
",,http://www.afreebird.org,http://www.wikihow.com/Maintain-Business-to-Business-Relationships,77,1
1,28,Business Administrator,Manager,setting business goals,"Advertising
Marketing Analytics
Brand Development & Messaging
Marketing & Communications (Mar/Com)
Marketing Strategy & Planning
Sales Marketing",Social Media Marketing Coordinator,Strategical and marketing project,"Organization needs someone who does the following activities:

1 - Work with staff to project manage and execute social media marketing activities.
2 - Manage Chris Elliott Fund and Founder’s campaigns on Facebook, Twitter, Linked In and other social networks; posting cool links, uploading videos and pictures, responding to comments, and interacting with CEF’s online community in a timely and professional manner
3 - Monitor and improve CEF’s online reputation on social media, directory, blogs and review sites (e.g. Yelp) using Google Alerts and other tools
4 - Provide creative input to help develop marketing strategies for CEF
5 - Update content, images and information on CEF’s website
6 - Experiment with new web and social media tactics and platforms, and stay up-to-date on the latest technologies
7 - Manage SEO and keyword density analysis and tracking
8 - Conduct market research, analyze information and develop recommendations
9 - Provide administrative support to the Executive Director as needed",https://www.volunteermatch.org/search/opp1400560.jsp,"1. Create the following tasks for http://chriselliottfund.org/
     -Social Media: http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business 
     -Blog: http://www.wikihow.com/Get-People-to-Read-Your-Blog 
     -Marketing strategy: http://www.wikihow.com/Create-An-Internet-Marketing-Strategy
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website 
      -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
      -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
      -Market Research: http://www.wikihow.com/Conduct-Market-Research
      -Administrative support: http://www.wikihow.com/Develop-an-Administrative-Staff 
",,http://www.afreebird.org,http://www.wikihow.com/Set-Goals,78,1
1,28,Marketing Specialist,Marketing,marketing materials,"Advertising
Marketing Analytics
Brand Development & Messaging
Marketing & Communications (Mar/Com)
Marketing Strategy & Planning
Sales Marketing",Social Media Marketing Coordinator,Strategical and marketing project,"Organization needs someone who does the following activities:

1 - Work with staff to project manage and execute social media marketing activities.
2 - Manage Chris Elliott Fund and Founder’s campaigns on Facebook, Twitter, Linked In and other social networks; posting cool links, uploading videos and pictures, responding to comments, and interacting with CEF’s online community in a timely and professional manner
3 - Monitor and improve CEF’s online reputation on social media, directory, blogs and review sites (e.g. Yelp) using Google Alerts and other tools
4 - Provide creative input to help develop marketing strategies for CEF
5 - Update content, images and information on CEF’s website
6 - Experiment with new web and social media tactics and platforms, and stay up-to-date on the latest technologies
7 - Manage SEO and keyword density analysis and tracking
8 - Conduct market research, analyze information and develop recommendations
9 - Provide administrative support to the Executive Director as needed",https://www.volunteermatch.org/search/opp1400560.jsp,"1. Create the following tasks for http://chriselliottfund.org/
     -Social Media: http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business 
     -Blog: http://www.wikihow.com/Get-People-to-Read-Your-Blog 
     -Marketing strategy: http://www.wikihow.com/Create-An-Internet-Marketing-Strategy
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website 
      -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
      -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
      -Market Research: http://www.wikihow.com/Conduct-Market-Research
      -Administrative support: http://www.wikihow.com/Develop-an-Administrative-Staff 
",,http://www.afreebird.org,http://www.wikihow.com/Create-Marketing-Materials-for-a-Nonprofit-Organization,79,1
1,28,Business Administrator,Manager,budget,"Advertising
Marketing Analytics
Brand Development & Messaging
Marketing & Communications (Mar/Com)
Marketing Strategy & Planning
Sales Marketing",Social Media Marketing Coordinator,Strategical and marketing project,"Organization needs someone who does the following activities:

1 - Work with staff to project manage and execute social media marketing activities.
2 - Manage Chris Elliott Fund and Founder’s campaigns on Facebook, Twitter, Linked In and other social networks; posting cool links, uploading videos and pictures, responding to comments, and interacting with CEF’s online community in a timely and professional manner
3 - Monitor and improve CEF’s online reputation on social media, directory, blogs and review sites (e.g. Yelp) using Google Alerts and other tools
4 - Provide creative input to help develop marketing strategies for CEF
5 - Update content, images and information on CEF’s website
6 - Experiment with new web and social media tactics and platforms, and stay up-to-date on the latest technologies
7 - Manage SEO and keyword density analysis and tracking
8 - Conduct market research, analyze information and develop recommendations
9 - Provide administrative support to the Executive Director as needed",https://www.volunteermatch.org/search/opp1400560.jsp,"1. Create the following tasks for http://chriselliottfund.org/
     -Social Media: http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business 
     -Blog: http://www.wikihow.com/Get-People-to-Read-Your-Blog 
     -Marketing strategy: http://www.wikihow.com/Create-An-Internet-Marketing-Strategy
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website 
      -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
      -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
      -Market Research: http://www.wikihow.com/Conduct-Market-Research
      -Administrative support: http://www.wikihow.com/Develop-an-Administrative-Staff 
",,http://www.afreebird.org,http://www.wikihow.com/Manage-Money-on-a-Limited-Budget,80,1
1,28,Marketing Specialist,Marketing,writting marketing material,"Advertising
Marketing Analytics
Brand Development & Messaging
Marketing & Communications (Mar/Com)
Marketing Strategy & Planning
Sales Marketing",Social Media Marketing Coordinator,Strategical and marketing project,"Organization needs someone who does the following activities:

1 - Work with staff to project manage and execute social media marketing activities.
2 - Manage Chris Elliott Fund and Founder’s campaigns on Facebook, Twitter, Linked In and other social networks; posting cool links, uploading videos and pictures, responding to comments, and interacting with CEF’s online community in a timely and professional manner
3 - Monitor and improve CEF’s online reputation on social media, directory, blogs and review sites (e.g. Yelp) using Google Alerts and other tools
4 - Provide creative input to help develop marketing strategies for CEF
5 - Update content, images and information on CEF’s website
6 - Experiment with new web and social media tactics and platforms, and stay up-to-date on the latest technologies
7 - Manage SEO and keyword density analysis and tracking
8 - Conduct market research, analyze information and develop recommendations
9 - Provide administrative support to the Executive Director as needed",https://www.volunteermatch.org/search/opp1400560.jsp,"1. Create the following tasks for http://chriselliottfund.org/
     -Social Media: http://www.wikihow.com/Develop-a-Strategic-Social-Media-Program-for-Business 
     -Blog: http://www.wikihow.com/Get-People-to-Read-Your-Blog 
     -Marketing strategy: http://www.wikihow.com/Create-An-Internet-Marketing-Strategy
     -Web content: http://www.wikihow.com/Develop-Professional-Content-for-a-New-Website 
      -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
      -Optimizing websites: http://www.wikihow.com/Optimize-Your-Website
      -Market Research: http://www.wikihow.com/Conduct-Market-Research
      -Administrative support: http://www.wikihow.com/Develop-an-Administrative-Staff 
",,http://www.afreebird.org,http://www.wikihow.com/Write-a-Creative-Marketing-Brief,81,1
